,"Nr
okr.","Nr
listy","Nr
poz.",Kandydat,Głosy,"%
w okr.",Mandat
370,3,3,5,KAGAN-GRZESIAK Irena,383,0.000914449981018597,-
371,3,3,6,SURY Wojciech,130,0.00031038772201675614,-
372,3,3,7,HRYNIEWICZ Sławomir,201,0.0004799071701951384,-
373,3,3,8,DOMARADZKA Maria,229,0.0005467599103218243,-
374,3,3,9,LIS Maciej,456,0.0010887446249203138,-
375,3,3,10,NIKIEL Marek,315,0.0007520933264252168,-
376,3,3,11,MIESZAŁA Waldemar,182,0.0004345428108234586,-
377,3,3,12,JĘDRYCHOWSKI Marek,160,0.0003820156578667768,-
378,3,3,13,DANILEWICZ Lesław,547,0.0013060160303320432,-
379,3,3,14,CZTERNASTEK Czesław,209,0.0004990079530884772,-
380,3,3,15,SYRNYK Jarosław,125,0.0002984497327084194,-
381,3,3,16,KRAL Grażyna,193,0.00046080638730179954,-
382,3,3,17,SEREDYN Marek,78,0.0001862326332100537,-
383,3,3,18,MARZEC Mikołaj,89,0.0002124962096883946,-
384,3,3,19,MICHALEWSKI Jerzy,121,0.00028889934126175,-
385,3,3,20,STASZEWSKI Waldemar,88,0.00021010861182672725,-
386,3,3,21,SOSNOWY Andrzej,45,0.00010744190377503097,-
387,3,3,22,NADOLNY Mirosław,52,0.00012415508880670248,-
388,3,3,23,BŁASZCZYK Marek,135,0.00032232571132509295,-
389,3,3,24,PŁASZEWSKA Dorota,173,0.0004130544300684524,-
390,3,3,25,TURKO Ludwik,544,0.0012988532367470412,-
391,3,4,1,KOZŁOWSKI Piotr,10920,0.026072568649407518,T
392,3,4,2,PALA Jerzy,2822,0.006737801165625276,-
393,3,4,3,FERENC Maciej,4384,0.010467229025549685,-
394,3,4,4,ŻYSZKIEWICZ Jerzy,2694,0.006432188639331855,-
395,3,4,5,BRYŁKA Włodzimierz,1653,0.003946699265336138,-
396,3,4,6,DUNAJ Bronisław,1670,0.003987288428984483,-
397,3,4,7,NOWAKOWSKA Barbara,4099,0.009786763634974488,-
398,3,4,8,WAJDA Marian,1340,0.003199381134634256,-
399,3,4,9,KASZUBA Dorota,1692,0.004039815581941165,-
400,3,4,10,SARWA Zbigniew,397,0.0009478763510819399,-
401,3,4,11,SKOWRON Stanisław,652,0.0015567138058071154,-
402,3,4,12,SZOSTAK Stanisław,846,0.0020199077909705825,-
403,3,4,13,KĘPA Mieczysław,819,0.0019554426487055636,-
404,3,4,14,PRZEDWOJSKI Maciej,302,0.0007210545542235412,-
405,3,4,15,KRÓL Jan,3281,0.007833708584130593,-
406,3,4,16,WŁODARSKI Alfred,2252,0.005376870384474884,-
407,3,5,1,UJAZDOWSKI Kazimierz Michał,25871,0.06176954427919614,T
408,3,5,2,JACKIEWICZ Dawid Bohdan,2240,0.005348219210134875,-
409,3,5,3,MUSZYŃSKI Marek Paweł,2915,0.00695984776676034,T
410,3,5,4,WRÓBLEWSKI Paweł Leszek,1259,0.0030059857078392,-
411,3,5,5,SOSIŃSKI Piotr,1114,0.0026597840178974336,-
412,3,5,6,BĄK Wiktor,1118,0.002669334409344103,-
413,3,5,7,WRÓBEL Janusz,541,0.001291690443162039,-
414,3,5,8,DANIELEWICZ Krzysztof,797,0.001902915495748882,-
415,3,5,9,MACAŁA Henryk,818,0.0019530550508438966,-
416,3,5,10,STADNICKI Andrzej,466,0.0011126206035369875,-
417,3,5,11,PŁOCHOCKI Andrzej,193,0.00046080638730179954,-
418,3,5,12,MROZOWSKA Urszula,2150,0.005133335402584814,-
419,3,5,13,KOSENDIAK Andrzej,457,0.0010911322227819813,-
420,3,5,14,MARYŃSKI Piotr,175,0.00041782962579178714,-
421,3,5,15,TOMCZYK Ryszard,809,0.0019315666700888902,-
422,3,5,16,ŻEBROWSKI Adam Krzysztof,722,0.0017238456561238303,-
423,3,5,17,MICHALSKI Jacek,488,0.0011651477564936692,-
424,3,5,18,GOSIEWSKI Eugeniusz,156,0.0003724652664201074,-
425,3,5,19,REJOWSKI Wojciech,165,0.0003939536471751136,-
426,3,5,20,MUTOR Marek,520,0.0012415508880670246,-
427,3,6,1,DOBROSZ Janusz Konrad,5131,0.0122507646282152,T
428,3,6,2,ŚREDNIAWSKI Zdzisław Andrzej,1387,0.0033115982341326215,-
429,3,6,3,BOCZOŃ Jan,498,0.0011890237351103428,-
430,3,6,4,ŻUKOWSKI Jan,2076,0.004956653160821429,-
431,3,6,5,LASOTA-CZOPNIK Alina,866,0.0020676597482039297,-
432,3,6,6,DANKOWIAKOWSKI Roman Jan,397,0.0009478763510819399,-
433,3,6,7,LEW Bogdan Stanisław,1353,0.0032304199068359314,-
434,3,6,8,TENETA Józef,505,0.0012057369201420142,-
435,3,6,9,SURDYKA Piotr Grzegorz,301,0.0007186669563618739,-
436,3,6,10,SIEKIERKA Szczepan,385,0.0009192251767419317,-
437,3,6,11,STACHERSKA Danuta,475,0.0011341089842919936,-
438,3,6,12,BARTOSZEWICZ Zygmunt,411,0.000981302721145283,-
439,3,6,13,BORECKI Radosław Aleksander,330,0.0007879072943502272,-
440,3,6,14,CZERWIŃSKA Sabina,412,0.0009836903190069504,-
441,3,6,15,CZYRSKI Jan,681,0.0016259541437954688,-
442,3,6,16,JAKUBOWSKI Tadeusz Aleksander,681,0.0016259541437954688,-
443,3,6,17,KOLIŃSKI Marek Justyn,343,0.0008189460665519027,-
444,3,6,18,KRUŻEWSKA Teresa Zofia,357,0.0008523724366152458,-
445,3,6,19,MROCZYŃSKI Damian Paweł,168,0.00040111644076011566,-
446,3,6,20,SREBNIAK Janusz,81,0.00019339542679505577,-
447,3,6,21,SZENDRYK Edward,598,0.0014277835212770783,-
448,3,6,22,WOJCIECHOWSKI Jarosław,1603,0.0038273193722527703,-
449,3,6,23,KUZILEK Józef,67,0.0001599690567317128,-
450,3,6,24,SZCZYRBAK Tadeusz,76,0.000181457437486719,-
451,3,6,25,GOMUŁKIEWICZ Leopold Jan,196,0.0004679691808868016,-
452,3,6,26,KRÓL Michał Stefan,287,0.0006852405862985309,-
453,3,6,27,TROCIŃSKI Jerzy Edward,176,0.0004202172236534545,-
454,3,7,1,ZDROJEWSKI Bogdan Andrzej,47297,0.11292621606328089,T
455,3,7,2,SCHETYNA Grzegorz Juliusz,4849,0.011577462031225005,T
456,3,7,3,PROTASIEWICZ Jacek,3035,0.0072463595101604225,T
457,3,7,4,DUDA Jarosław,3028,0.007229646325128751,-
458,3,7,5,JANKIEWICZ Leszek Jerzy,696,0.001661768111720479,-
459,3,7,6,KOCIĘBA-ŻABSKI Paweł Jakub,1427,0.0034071021485993155,-
460,3,7,7,GWADERA Agata Izabela,842,0.002010357399523913,-
461,3,7,8,BEDNORZ Włodzimierz Józef,1076,0.002569055299154074,-
462,3,7,9,LECH Zbigniew Mirosław,602,0.0014373339127237478,-
463,3,7,10,PAWŁOWICZ Przemysław,834,0.001991256616630574,-
464,3,7,11,PATALAS Włodzimierz Kazimierz,1488,0.0035527456181610245,-
465,3,7,12,HOŁDANOWICZ Jerzy Michał,878,0.0020963109225439376,-
466,3,7,13,KARWOWSKI Leszek,387,0.0009240003724652664,-
467,3,7,14,SKORUPA Aleksander Marek,1718,0.004101893126344516,-
468,3,7,15,CUPAILA-TOMASZEWSKA Grażyna Maria,403,0.0009622019382519441,-
469,3,7,16,GORĄCY Małgorzata Aniela,327,0.0007807445007652251,-
470,3,7,17,MATUSIAK Jerzy Antoni,1046,0.0024974273633040535,-
471,3,7,18,GRABOWIECKI Ferdynand,238,0.0005682482910768305,-
472,3,7,19,MATKOWSKI Dariusz Juliusz,555,0.001325116813225382,-
473,3,7,20,KIESTRZYŃ Małgorzata,433,0.0010338298741019649,-
474,3,7,21,MATYSEK-SZUMILAS Wioletta,342,0.0008165584686902355,-
475,3,7,22,MŁYŃCZAK Aldona Janina,275,0.0006565894119585227,-
476,3,7,23,MODLISZEWSKI Ryszard Jan,199,0.00047513197447180365,-
477,3,7,24,PETRYKAT Tomasz Edwin,142,0.0003390388963567644,-
478,3,7,25,PACAMAJ Dionizy Cezary,90,0.00021488380755006195,-
479,3,7,26,GÓRALCZYK Elżbieta Anna,373,0.0008905740024019235,-
480,3,7,27,PYTEL Stanisław Andrzej,576,0.0013752563683203966,-
481,3,7,28,GRAF Andrzej Marek,1502,0.0035861719882243673,-
482,3,8,1,WIERZBICKI Sebastian Krzysztof,371,0.0008857988066785888,-
483,3,8,2,MĄDRY Jarosław Dariusz,189,0.0004512559958551301,-
484,3,8,3,SKOWROŃSKI Adam Andrzej,61,0.00014564346956170865,-
485,3,8,4,ANDREJEWICZ Beata Cecylia,71,0.0001695194481783822,-
486,3,8,5,POPIEL Agnieszka,129,0.00030800012415508883,-
487,3,8,6,SIPURZYŃSKA Ewa Maria,66,0.00015758145887004543,-
488,3,8,7,ZALEWSKI Stanisław,79,0.00018862023107172105,-
489,3,8,8,KARPIŃSKA Halina,96,0.0002292093947200661,-
490,3,8,9,OLSZEWSKI Norbert,222,0.0005300467252901529,-
491,3,8,10,SENIUK Tadeusz,39,9.311631660502684e-05,-
492,3,8,11,KWOLEK Marianna,42,0.00010027911019002892,-
493,3,8,12,MARZEC Aleksander,40,9.55039144666942e-05,-
494,3,8,13,NOWAK Przemysław Ryszard,44,0.00010505430591336362,-
495,3,8,14,LACH Mirosław Mieczysław,61,0.00014564346956170865,-
496,3,8,15,WALKIEWICZ Tomasz Szczepan,22,5.252715295668181e-05,-
497,3,8,16,WALCZAK Zygmunt Ludwik,42,0.00010027911019002892,-
498,3,8,17,PAŚNIK Piotr,29,6.92403379883533e-05,-
499,3,8,18,SZCZYGIEŁ Konstanty Marian,20,4.77519572333471e-05,-
500,3,8,19,KRÓLAK Zbigniew Andrzej,24,5.730234868001652e-05,-
501,3,8,20,CHMIELOWIEC Witold Teofil,17,4.058916364834504e-05,-
502,3,8,21,POSIŁA Marian,10,2.387597861667355e-05,-
503,3,8,22,KWIATKOWSKI Władysław,42,0.00010027911019002892,-
504,3,8,23,SUROWIŃSKI Krzysztof,33,7.879072943502272e-05,-
505,3,8,24,ŚNIADECKI Leszek Jan,14,3.3426370063342974e-05,-
506,3,8,25,KOWALSKI Aleksander,31,7.4015533711688e-05,-
507,3,8,26,MADEJ Józef Mirosław,16,3.8201565786677684e-05,-
508,3,8,27,NOWAK Robert,22,5.252715295668181e-05,-
509,3,8,28,SZKOTAK Jan Zbigniew,32,7.640313157335537e-05,-
510,3,10,1,STRYJEWSKI Antoni Stanisław,12492,0.0298258724879486,T
511,3,10,2,ZAPOTOCZNY Stanisław Józef,7538,0.017997712681248522,-
512,3,10,3,SZAŁAJ Wiesław,1584,0.0037819550128810903,-
513,3,10,4,PARDA Radosław,293,0.000699566173468535,-
514,3,10,5,CELEJEWSKI Marek Cezary,510,0.0012176749094503512,-
515,3,10,6,DŁUTOWSKA Maria,1414,0.00337606337639764,-
516,3,10,7,SZEWCZYK Stanisław,607,0.0014492719020320845,-
517,3,10,8,BANACH Bogusław Krzysztof,591,0.001411070336245407,-
518,3,10,9,KRASICZYŃSKI Kazimierz Maria,343,0.0008189460665519027,-
519,3,10,10,PAŚKO Marek Lesław,583,0.001391969553352068,-
520,3,10,11,KIKUT Józef,394,0.0009407135574969379,-
521,3,10,12,DALAK Mieczysław,102,0.00024353498189007023,-
522,3,10,13,ZARZECKI Daniel Piotr,217,0.000518108735981816,-
523,3,10,14,NYZ Krystian,91,0.0002172714054117293,-
524,3,10,15,LEWANDOWSKA Krystyna,2248,0.005367319993028214,-
525,3,10,16,RUSZTYN Tomasz Mirosław,93,0.00022204660113506403,-
526,3,10,17,CIECHANOWSKA Jadwiga Grażyna,507,0.001210512115865349,-
527,3,10,18,ARENDARSKI Jerzy,370,0.0008834112088169214,-
528,3,10,19,HORAK Antoni Julian,800,0.001910078289333884,-
529,3,10,20,KOWALCZYK Danuta,653,0.0015591014036687829,-
530,3,10,21,CZEŚNICZEWSKI Ryszard,177,0.00042260482151512186,-
531,3,10,22,PACH Marcin,143,0.0003414264942184318,-
532,3,10,23,ŚLUSARCZYK Piotr Jan,1163,0.002776776313119134,-
533,4,1,1,BAŃKOWSKA Anna Danuta,51885,0.15065462242702463,T
534,4,1,2,ZEMKE Janusz Władysław,29104,0.08450712404579598,T
535,4,1,3,GRUSZKA Grzegorz Stefan,23055,0.06694309183877908,T
536,4,1,4,CIEMNIAK Grażyna Jolanta,8212,0.02384457472045343,T
537,4,1,5,HYLA-MAKOWSKA Barbara Zofia,6578,0.019100050232725603,T
538,4,1,6,GĘSIKOWSKA Małgorzata Anna,3697,0.010734704425416018,-
539,4,1,7,DYBKOWSKA Barbara Maria,1701,0.004939067413479212,-
540,4,1,8,DEREZIŃSKI Mirosław Kazimierz,1525,0.004428029280162138,-
541,4,1,9,DZIŻA Zuzanna Kalina,3688,0.010708571793598666,-
542,4,1,10,LEWANDOWSKI Lech Stanisław,2769,0.00804013972247145,-
543,4,1,11,BASTA Renata Walentyna,4927,0.014306164107120562,T
544,4,1,12,WNUK Marcin,6172,0.017921178175187357,T
545,4,1,13,KUCHARSKA Teresa Krystyna,3853,0.011187670043583422,-
546,4,1,14,KOWALIK Ryszard Waldemar,2331,0.006768351640693734,-
547,4,1,15,WRÓBEL Wiesław Mikołaj,1477,0.004288655243802937,-
548,4,1,16,KEMPIŃSKA Marzena,3766,0.010935054602682369,-
549,4,1,17,ARENDT Jacek Jerzy,984,0.0028571677453636357,-
550,4,1,18,WODECKI Maciej Piotr,3188,0.009256758914856982,-
551,4,1,19,NIEMCZYK Ksawery Stefan,1413,0.004102823195324001,-
552,4,1,20,ŚWIATŁOWSKI Jan Władysław,2848,0.008269526157312636,-
553,4,1,21,WAŁECKA Halina Maria,4024,0.011684190048113078,-
554,4,1,22,MACIUSZONEK Czesław,955,0.0027729625983966178,-
555,4,1,23,ŻABIŃSKA Lidia Jolanta,1116,0.0032404463453514403,-
556,4,1,24,SAWKA Michał Antoni,4218,0.012247493445064853,-
557,4,2,1,TOKARCZUK Antoni Justyn,3000,0.008710877272450108,-
558,4,2,2,BREJZA Ryszard Franciszek,4666,0.013548317784417402,-
559,4,2,3,PIECYK Teresa,584,0.0016957174423702878,-
560,4,2,4,TURCZYNOWICZ-KOSMOWSKA Jolanta Małgorzata,1037,0.003011059910510254,-
561,4,2,5,RULEWSKI Jan,2903,0.00842922557397422,-
562,4,2,6,ROGACKI Józef,912,0.002648106690824833,-
563,4,2,7,SUKACZ Stefan Władysław,163,0.00047329099846978923,-
564,4,2,8,MAZUROWICZ Andrzej,147,0.0004268329863500553,-
565,4,2,9,PASTUSZEWSKI Stefan Marian,638,0.0018525132332743897,-
566,4,2,10,LEMAŃSKI Andrzej,187,0.00054297801664939,-
567,4,2,11,RÓŻEWICKI Marian,111,0.00032230245908065403,-
568,4,2,12,POLASIK Bogdan Paweł,365,0.0010598234014814298,-
569,4,2,13,ADAMUS Lucjan,331,0.0009611001257269953,-
570,4,2,14,KOZŁOWSKI Ryszard,200,0.0005807251514966739,-
571,4,2,15,WOŹNY Stanisław,162,0.00047038737271230585,-
572,4,2,16,MURAWSKI Marek,165,0.00047909824998475594,-
573,4,2,17,MIEMCZYK Eugeniusz Józef,140,0.00040650760604767175,-
574,4,2,18,KINDERMAN Andrzej,604,0.0017537899575199552,-
575,4,2,19,MAŁOCHA Tomasz,66,0.00019163929999390237,-
576,4,2,20,LEWANDOWSKI Tadeusz Bernard,733,0.00212835768023531,-
577,4,3,1,MACIEJEWSKI Andrzej Roman,2481,0.00720389550431624,-
578,4,3,2,CHOJNICKI Lech Bogdan,252,0.0007317136908858091,-
579,4,3,3,OSTROWSKI Ryszard,297,0.0008623768499725607,-
580,4,3,4,JOACHIMOWSKI Michał Teodor,2060,0.0059814690604157415,-
581,4,3,5,DANISZEWSKA Beata Agnieszka,444,0.0012892098363226161,-
582,4,3,6,REICHELT Lech Stefan,134,0.0003890858515027715,-
583,4,3,7,WEBER Maria Jolanta,264,0.0007665571999756095,-
584,4,3,8,KUCHARSKI Jan Franciszek,147,0.0004268329863500553,-
585,4,3,9,BOROWSKA Joanna Małgorzata,158,0.0004587728696823724,-
586,4,3,10,JÓZEFIAK Piotr,75,0.0002177719318112527,-
587,4,3,11,GODLEWSKI Roman Piotr,79,0.0002293864348411862,-
588,4,3,12,DĘBOWSKA Elżbieta Jolanta,76,0.0002206755575687361,-
589,4,3,13,FRANKOWSKI Wiesław Wojciech,124,0.0003600495939279378,-
590,4,3,14,WIŚNIEWSKA Ewa,291,0.0008449550954276606,-
591,4,3,15,KRANZ Jędrzej Maciej,198,0.0005749178999817072,-
592,4,3,16,KLAJDA Mieczysław,71,0.00020615742878131923,-
593,4,3,17,MROCZKOWSKI Henryk,67,0.00019454292575138576,-
594,4,3,18,WIELICH Andrzej Wojciech,85,0.0002468081893860864,-
595,4,3,19,KWAŚNIEWSKA Gabriela Maria,274,0.0007955934575504432,-
596,4,3,20,KRUŻYŃSKI Wiesław Zbigniew,63,0.00018292842272145228,-
597,4,3,21,CZWOJDA Patrycja Gracja,162,0.00047038737271230585,-
598,4,4,1,MOJZESOWICZ Wojciech,14870,0.043176915013777704,T
599,4,4,2,MARMUCKA-LALKA Teresa,3175,0.009219011780009698,-
600,4,4,3,ZNAMIROWSKI Józef Stanisław,1691,0.0049100311559043775,-
601,4,4,4,ZUBIK Marian,1369,0.0039750636619947325,-
602,4,4,5,BYSTRYK Leszek,792,0.002299671599926829,-
603,4,4,6,STANNY Mirosława Maria,1114,0.0032346390938364734,-
604,4,4,7,KOWALSKI Andrzej,1995,0.0057927333861793225,-
605,4,4,8,CIUPIŃSKI Grzegorz,867,0.0025174435317380814,-
606,4,4,9,SAPALSKI Andrzej Krzysztof,781,0.0022677317165945114,-
607,4,4,10,WILGOSIEWICZ Krzysztof,279,0.0008101115863378601,-
608,4,4,11,LEŚNA Grażyna Zofia,1207,0.003504676289282427,-
609,4,4,12,GWIZDAŁA Krzysztof Jan,727,0.0021109359256904097,-
610,4,4,13,STRZĘPEK Elżbieta,1159,0.003365302252923225,-
611,4,4,14,GMYS Michał,485,0.0014082584923794342,-
612,4,4,15,SIWAK Lech,678,0.0019686582635737243,-
613,4,4,16,FILIPIAK Paweł,487,0.0014140657438944009,-
614,4,4,17,BALCEROWICZ Jerzy Antoni,574,0.001666681184795454,-
615,4,4,18,KOŹLAKOWSKI Adam,245,0.0007113883105834255,-
616,4,4,19,JUHNKE Grzegorz,458,0.0013298605969273832,-
617,4,5,1,MARKOWSKI Tomasz Maciej,7047,0.020461850712985306,T
618,4,5,2,SCHREIBER Grzegorz Zenon,6508,0.018896796429701768,-
619,4,5,3,CISOWSKI Zdzisław Andrzej,731,0.002122550428720343,-
620,4,5,4,WALENCIAK Mariusz Stanisław,2293,0.006658013861909366,-
621,4,5,5,ZYGADŁO Janusz Dariusz,576,0.001672488436310421,-
622,4,5,6,MORZYŃSKI Maciej Grzegorz,291,0.0008449550954276606,-
623,4,5,7,SŁOTA Mariusz,246,0.0007142919363409089,-
624,4,5,8,LEWANDOWSKA Elżbieta Maria,1258,0.003652761202914079,-
625,4,5,9,POLASIK Monika Anna,855,0.002482600022648281,-
626,4,5,10,SKOWROŃSKI Piotr,228,0.0006620266727062082,-
627,4,5,11,DĄBROWSKI Mariusz Adam,203,0.0005894360287691241,-
628,4,5,12,BĘDKOWSKI Karol,482,0.0013995476151069841,-
629,4,5,13,WARSZAWSKA Elżbieta,813,0.0023606477408339792,-
630,4,5,14,NOWAK Jacek Piotr,418,0.0012137155666280485,-
631,4,5,15,TOMASZEWSKI Marek,494,0.0014343911241967845,-
632,4,5,16,KUCHARCZYK Henryk,474,0.001376318609047117,-
633,4,5,17,PAWLEWSKI Janusz Andrzej,186,0.0005400743908919067,-
634,4,5,18,OLSZEWSKI Henryk,871,0.0025290580347680147,-
635,4,5,19,ROJANEK Robert Maciej,207,0.0006010505317990575,-
636,4,5,20,WITCZAK Karol Stanisław,187,0.00054297801664939,-
637,4,5,21,BRONISZ Marek Aleksander,272,0.0007897862060354766,-
638,4,5,22,DZIĘCIELEWSKI Dominik,181,0.0005255562621044899,-
639,4,5,23,ORYLSKI Andrzej,113,0.00032810971059562074,-
640,4,5,24,ORZECHOWSKI Andrzej Jakub,485,0.0014082584923794342,-
641,4,6,1,KŁOPOTEK Eugeniusz,9223,0.026780140361269116,T
642,4,6,2,ZIELIŃSKA Janina Stanisława,1666,0.004837440511967293,-
643,4,6,3,DOMŻAŁA Marek Daniel,3159,0.009172553767889963,-
644,4,6,4,KOZŁOWSKA Zofia Władysława,1573,0.00456740331652134,-
645,4,6,5,PEPLIŃSKA Halina Józefa,628,0.001823476975699556,-
646,4,6,6,CHMIELEWSKI Grzegorz Kazimierz,656,0.0019047784969090905,-
647,4,6,7,MAJCHERKIEWICZ Przemysław Piotr,812,0.0023577441150764962,-
648,4,6,8,BOROWSKI Marek Kazimierz,460,0.00133566784844235,-
649,4,6,9,JAGODZIŃSKI Ryszard Paweł,814,0.0023635513665914627,-
650,4,6,10,NOWAKOWSKI Stanisław Antoni,1197,0.0034756400317075935,-
651,4,6,11,DOLATA Beata,387,0.001123703168146064,-
652,4,6,12,BARCZAK Tomasz,1241,0.0036033995650368617,-
653,4,6,13,DZIEDZIC-DOMBEK Stanisława Krystyna,442,0.0012834025848076492,-
654,4,6,14,IGLIŃSKI Henryk Bolesław,203,0.0005894360287691241,-
655,4,6,15,KOSZOWSKI Franciszek,1004,0.002915240260513303,-
656,4,6,16,LICZNERSKA Anna Maria,195,0.000566207022709257,-
657,4,6,17,NICIEJEWSKI Andrzej,205,0.0005952432802840907,-
658,4,6,18,POZNAŃSKI Edward Władysław,250,0.0007259064393708423,-
659,4,6,19,SELBKA Andrzej Adam,66,0.00019163929999390237,-
660,4,6,20,STOCKI Jan Tadeusz,82,0.0002380973121136363,-
661,4,6,21,STYRNA Henryk Józef,618,0.0017944407181247222,-
662,4,6,22,WARZESZKIEWICZ Ewa Zofia,130,0.00037747134847283803,-
663,4,6,23,ZABOROWSKI Tadeusz,584,0.0016957174423702878,-
664,4,6,24,ŻAK Franciszek,1433,0.004160895710473668,-
665,4,7,1,PIOTROWSKA Teresa,12196,0.035412619738267176,T
666,4,7,2,GROBELSKI Ryszard Zdzisław,2208,0.00641120567252328,-
667,4,7,3,KACZMAREK Janusz Tadeusz,3100,0.009001239848198445,-
668,4,7,4,PULCHNY Henryk Stanisław,2422,0.007032581584624721,-
669,4,7,5,HERMANOWSKI Robert Sebastian,515,0.0014953672651039354,-
670,4,7,6,HARASIMCZYK Rafał,296,0.0008594732242150774,-
671,4,7,7,KRAKOWIAK Dariusz Piotr,1110,0.00322302459080654,-
672,4,7,8,CZERNIAWSKI Dariusz Daniel,302,0.0008768949787599776,-
673,4,7,9,ELIASZ Józef Henryk,1399,0.004062172434719234,-
674,4,7,10,SZELIGA Sławomir Kazimierz,1373,0.003986678165024666,-
675,4,7,11,PIEKARSKI Krzysztof,319,0.0009262566166371948,-
676,4,7,12,BIEDRZYCKI Wojciech,282,0.0008188224636103102,-
677,4,7,13,MRÓWCZYŃSKI Andrzej Kazimierz,658,0.0019105857484240571,-
678,4,7,14,WIŚNIEWSKI Łukasz,571,0.001657970307523004,-
679,4,7,15,BAŁDYGA Janusz Andrzej,313,0.0009088348620922947,-
680,4,7,16,BONIECKI Jerzy,340,0.0009872327575443456,-
681,4,7,17,GRZANKA Dawid,401,0.0011643539287508311,-
682,4,7,18,GONCZERZEWICZ Karol Mirosław,215,0.0006242795378589244,-
683,4,7,19,SPYCHALSKI Jerzy,370,0.0010743415302688468,-
684,4,7,20,DERESZYŃSKI Krzysztof Mikołaj,192,0.0005574961454368069,-
685,4,7,21,NAWROCKA Danuta Wanda,878,0.0025493834150703983,-
686,4,7,22,BARTKOWSKI Mirosław,150,0.0004355438636225054,-
687,4,7,23,PYCIOR Jarosław Wojciech,150,0.0004355438636225054,-
688,4,7,24,NOWACKI Wojciech,1144,0.0033217478665609748,-
689,4,8,1,SENGEBUSCH Adam Piotr,179,0.0005197490105895231,-
690,4,8,2,KULCZYCKI Grzegorz Adam,96,0.00027874807271840345,-
691,4,8,3,DĄBROWSKI Zygmunt Stanisław,81,0.00023519368635615293,-
692,4,8,4,LIPIŃSKI Krzysztof Henryk,77,0.00022357918332621945,-
693,4,8,5,KOTOWSKA Jadwiga Zofia,102,0.0002961698272633037,-
694,4,8,6,SAWICKI Tadeusz Czesław,46,0.000133566784844235,-
695,4,8,7,ŁUKASZEWSKI Jan,48,0.00013937403635920173,-
696,4,8,8,MAZURKIEWICZ Zbigniew,59,0.0001713139196915188,-
697,4,8,9,ZACHWIEJA Krzysztof Wojciech,25,7.259064393708423e-05,-
698,4,8,10,WOJCIESZEK Beata Maria,46,0.000133566784844235,-
699,4,8,11,ADOLSKA Grażyna,63,0.00018292842272145228,-
700,4,8,12,WINIARZ Andrzej Jacek,14,4.065076060476717e-05,-
701,4,8,13,ARWAJ Mariusz Jan,15,4.355438636225054e-05,-
702,4,8,14,SZWECHOWICZ Leszek,16,4.645801211973391e-05,-
703,4,8,15,GOŁĄBEK Krzysztof,26,7.54942696945676e-05,-
704,4,8,16,BURNAT Adam,24,6.968701817960086e-05,-
705,4,10,1,HATKA Witold,12699,0.03687314349428131,T
706,4,10,2,ECKARDT Maciej Klaudiusz,3544,0.010290449684521061,-
707,4,10,3,DRZEWIECKA Irena Małgorzata,1717,0.004985525425598945,-
708,4,10,4,SZAMOCKI Jerzy Wiktor,1258,0.003652761202914079,-
709,4,10,5,CZAJKA-BOGACKA Bogumiła Elżbieta,941,0.0027323118377918505,-
710,4,10,6,BENDUSKI Andrzej Tadeusz,719,0.0020877069196305427,-
711,4,10,7,MŁODZIKOWSKI Sławomir Krzysztof,473,0.0013734149832896338,-
712,4,10,8,KINAL Marian,372,0.0010801487817838134,-
713,4,10,9,KRASICKA-ZENDEL Teresa,320,0.0009291602423946783,-
714,4,10,10,MATUSZEWSKI Jacek Antoni,690,0.002003501772663525,-
715,4,10,11,WOJCIECHOWSKA Helena Ewa,445,0.0012921134620800993,-
716,4,10,12,KLEDZIK Antoni Henryk,308,0.0008943167333048778,-
717,4,10,13,NOWICKI Edmund,888,0.0025784196726452322,-
718,4,10,14,GRODZICKI Stanisław,681,0.0019773691408461747,-
719,4,10,15,HOMME Adam,163,0.00047329099846978923,-
720,4,10,16,GÓRA Andrzej,371,0.00107724515602633,-
721,4,10,17,CIEPLIŃSKI Grzegorz Antoni,169,0.0004907127530146895,-
722,4,10,18,PISKORSKI Mirosław Kazimierz,426,0.0012369445726879153,-
723,4,10,19,PILARSKI Józef,465,0.0013501859772297668,-
724,4,10,20,PIOTROWSKI Antoni,305,0.0008856058560324277,-
725,4,10,21,WIERZEJSKA Barbara,192,0.0005574961454368069,-
726,4,10,22,JACHIMCZAK Grażyna Małgorzata,182,0.0005284598878619733,-
727,4,10,23,RUTKOWSKA Ewa Elżbieta,456,0.0013240533454124165,-
728,4,10,24,WOJTASIK Mieczysław Józef,319,0.0009262566166371948,-
729,4,13,1,PIOTROWSKI Roman Józef,154,0.0004471583666524389,-
730,4,13,2,ZIELIŃSKA Ewa,138,0.000400700354532705,-
731,4,13,3,ZABORSKI Hilary,59,0.0001713139196915188,-
732,4,13,4,WOJCIECHOWSKA CIOĆ Hanna Maria,54,0.00015679579090410194,-
733,4,13,5,GUTOWSKI Artur Waldemar,37,0.00010743415302688468,-
734,4,13,6,CZARNY Ryszard Jan,29,8.420514696701771e-05,-
735,4,13,7,MIĘTKIEWICZ Wiesław,28,8.130152120953434e-05,-
736,4,13,8,ZWIERSKI Robert,38,0.00011033777878436805,-
737,4,13,9,DOMAGALSKI Robert,26,7.54942696945676e-05,-
